method,split,record_type,seed,dataset_id,N_total,N_valid,MeanOverOz,delta_vs_NVP,policy45_regret_bytes,oracle_recovery,top1_oracle_hit,top5_oracle_hit,median_dataset_delta_vs_NVP,positive_dataset_count,negative_dataset_count,leave_LLVM_Stress_out_macro_delta_vs_NVP,source_artifact_path
LSTM,final/OOD,dataset_3seed,,csmith-v0,48,48,0.23578233138647633,-0.02261568688322771,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,github-v0,1000,1000,0.006712668716575502,-0.0004912784215917385,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,linux-v0,1000,1000,0.002039011101334238,-0.001002924396386684,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,llvm-stress-v0,150,147,-0.03964207688096926,0.005224141369642554,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,mibench-v1,40,40,0.06218405345948283,-0.0012899157657689092,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,npb-v0,121,121,0.214228714035147,-0.006124648911166264,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,opencv-v0,32,32,0.0355831894093974,-0.005468547970331292,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,poj104-v1,1000,1000,0.18741418700968338,0.0005551958181130023,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
LSTM,final/OOD,dataset_3seed,,tensorflow-v0,90,90,0.05219856900950686,-0.002954473993347001,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_macro_3seed,,,4683,4679,0.08439936883039871,-0.0027553232394265104,,0.8023923983090939,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_macro_seed,1,,4683,4679,0.08039856728796313,-0.0074132680801081985,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_macro_seed,2,,4683,4679,0.08715210933752324,-0.00037484994578855513,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_macro_seed,3,,4683,4679,0.08564742986570975,-0.00047785169238279135,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,anghabench-v1,1000,999,0.0356190673945983,-0.0013049778845507856,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,blas-v0,29,29,0.004871612820618535,-0.006475458131997471,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,cbench-v1,11,11,0.18750328640261646,-0.00048622920382093704,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,chstone-v0,12,12,0.09497269275966763,0.0028327344098562773,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,clgen-v0,150,150,0.10184952935764358,0.0007532169688027474,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,csmith-v0,48,48,0.23714725762281863,-0.021250760646885414,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,github-v0,1000,1000,0.006165294161171126,-0.0010386529769961144,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,linux-v0,1000,1000,0.0012415337809798482,-0.001800401716741074,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,llvm-stress-v0,150,147,-0.055709801437633634,-0.010843583187021819,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,mibench-v1,40,40,0.06631893466635738,0.002844965441105643,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,npb-v0,121,121,0.21834375612241727,-0.002009606823896004,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,opencv-v0,32,32,0.0432683389140116,0.002216601534282908,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,poj104-v1,1000,1000,0.1866461435073098,-0.00021284768426058087,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Transformer,final/OOD,dataset_3seed,,tensorflow-v0,90,90,0.05335351755300551,-0.0017995254498483493,,,,,,,,,outputs/route_a_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_macro_3seed,,,4683,4679,0.08765961330771414,0.0005049212378889223,11.9388045878749,0.8333878360887765,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_macro_seed,1,,4683,4679,0.08805309505096436,0.00024125968289302746,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_macro_seed,2,,4683,4679,0.08721274304242747,-0.00031421624088431854,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_macro_seed,3,,4683,4679,0.08771300182975059,0.001587720271658044,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,anghabench-v1,1000,999,0.03664893801278802,-0.00027510726636106875,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,blas-v0,29,29,0.010579528810568084,-0.0007675421420479216,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,cbench-v1,11,11,0.18802187883602994,3.2363229592546894e-05,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,chstone-v0,12,12,0.09259422579514252,0.00045426744533116903,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,clgen-v0,150,150,0.1010939840572328,-2.3283316080285887e-06,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,csmith-v0,48,48,0.25863753738217604,0.00023951911247199753,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,github-v0,1000,1000,0.007244265855220279,4.03187170530386e-05,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,linux-v0,1000,1000,0.0031128064426609696,7.087094494004744e-05,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,llvm-stress-v0,150,147,-0.03837934297804151,0.006486875272570303,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,mibench-v1,40,40,0.06403418833360595,0.0005602191083542152,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,npb-v0,121,121,0.22006043291715127,-0.00029293002916200295,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,opencv-v0,32,32,0.04152345963957583,0.00047172225984713767,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,poj104-v1,1000,1000,0.18682057293601054,-3.841825555983558e-05,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Direct MambaNVP,final/OOD,dataset_3seed,,tensorflow-v0,90,90,0.055242110267877155,8.906726502329321e-05,,,,,,,,,outputs/mamba_nvp_final_objecttext_v6/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_macro_3seed,,,4683,4679,0.08778864950836797,0.0006339574385427482,11.93089691529529,0.8346145948660771,0.6453658189071739,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_macro_seed,1,,4683,4679,0.0881268103519816,0.00031497498391026835,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_macro_seed,2,,4683,4679,0.08734139972723186,-0.0001855595560799339,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_macro_seed,3,,4683,4679,0.08789773844589048,0.001772456887797938,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,anghabench-v1,1000,999,0.03668340861622433,-0.00024063666292475916,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,blas-v0,29,29,0.011258671188894441,-8.839976372156458e-05,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,cbench-v1,11,11,0.18818737494299756,0.0001978593365601633,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,chstone-v0,12,12,0.09166135144948152,-0.000478606900329831,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,clgen-v0,150,150,0.1012133322351525,0.0001170198463116695,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,csmith-v0,48,48,0.25872477282392287,0.00032675455421882216,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,github-v0,1000,1000,0.007233893364201378,2.99462260341379e-05,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,linux-v0,1000,1000,0.0031009022213143076,5.896672359338544e-05,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,llvm-stress-v0,150,147,-0.03588988817359847,0.008976330077013345,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,mibench-v1,40,40,0.06448620212497806,0.001012232899726323,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,npb-v0,121,121,0.21930900057472902,-0.0010443623715842565,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,opencv-v0,32,32,0.04146910409269726,0.0004173667129685685,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,poj104-v1,1000,1000,0.18684375008035622,-1.5241111214148173e-05,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
Anchored MambaNVP,final/OOD,dataset_3seed,,tensorflow-v0,90,90,0.054759217575800656,-0.0003938254270532057,,,,,,,,,outputs/gated_calibrated_mambanvp_final_objecttext_v2/comparison_report.json
PA-MambaNVP,final/OOD,dataset_macro_3seed,,,4683,4679,0.08914712188120406,0.001992429811378843,9.31053643941013,0.8475297140237454,0.645437059200684,0.8669231317233027,0.0013655311165030465,9,5,0.002041369037174942,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_macro_seed,1,,4683,4679,0.08771732863389425,-9.450673417707445e-05,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_macro_seed,2,,4683,4679,0.08944175047161283,0.0019147911883010404,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_macro_seed,3,,4683,4679,0.09028228653810512,0.004157004980012577,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,anghabench-v1,,,0.03410623994307411,-0.00281780533607498,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,blas-v0,,,0.01070217264922898,-0.0006448983033870252,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,cbench-v1,,,0.19541494046865207,0.007425424862214675,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,chstone-v0,,,0.0946516197263601,0.002511661376548749,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,clgen-v0,,,0.10290792692496882,0.0018116145361279923,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,csmith-v0,,,0.25723008478960213,-0.0011679334801019126,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,github-v0,,,0.007685414225408818,0.00048146708724157786,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,linux-v0,,,0.00034571333664393093,-0.002696222161076991,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,llvm-stress-v0,,,-0.043509998374582116,0.001356219876029699,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,mibench-v1,,,0.0718116630070736,0.008337693781821864,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,npb-v0,,,0.22997928607958365,0.009625923133270375,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,opencv-v0,,,0.04381346665013867,0.0027617292704099766,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,poj104-v1,,,0.18639329155087392,-0.0004656996406964542,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
PA-MambaNVP,final/OOD,dataset_3seed,,tensorflow-v0,,,0.056527885359830256,0.001374842356976394,,,,,,,,,outputs/policy_aware_mambanvp_v1/comparison_report.json
