replicate,pa_dataset_macro_mean_over_oz,nvp_dataset_macro_mean_over_oz,paired_dataset_macro_delta
2550,0.09302436866572314,0.09228262170299681,0.0007417469627263307
2551,0.08949708048861243,0.08824140666397855,0.0012556738246338878
2552,0.09307352739755084,0.09007948072907154,0.0029940466684793
2553,0.09413182799449855,0.08966251003090595,0.004469317963592609
2554,0.08870250166804723,0.08543382993169442,0.003268671736352813
2555,0.09262001240906624,0.09097599808586762,0.0016440143231986198
2556,0.08113697894826648,0.08356730886225557,-0.0024303299139890877
2557,0.09201539635793783,0.09231748265537262,-0.0003020862974347921
2558,0.07996708989883251,0.08283288894493185,-0.002865799046099335
2559,0.09788064604287368,0.09498775770198088,0.0028928883408927963
2560,0.090773667331862,0.0918585356199537,-0.001084868288091706
2561,0.09058836093537774,0.0881703365965943,0.0024180243387834366
2562,0.0935644047253606,0.09254555113013443,0.0010188535952261601
2563,0.08962371199703292,0.0906853119641556,-0.00106159996712267
2564,0.09165550609989112,0.08797494829873855,0.003680557801152576
2565,0.09381496704487301,0.08946139380463705,0.004353573240235956
2566,0.08380210680537581,0.08157712773689867,0.0022249790684771426
2567,0.09774333168147704,0.0948256708630741,0.002917660818402945
2568,0.0707544055086629,0.07249817763107155,-0.0017437721224086572
2569,0.09449390299344677,0.09292041650936916,0.0015734864840776103
2570,0.0924035591049296,0.08667152273217538,0.005732036372754226
2571,0.08687786162592256,0.08317955954171957,0.0036983020842029923
2572,0.07936474266993086,0.08201771903027781,-0.002652976360346948
2573,0.08462978091304156,0.08599809349310998,-0.0013683125800684204
2574,0.0813621550732746,0.07912124449423828,0.0022409105790363176
2575,0.0847104208999514,0.08392343279700412,0.0007869881029472781
2576,0.0817253542997633,0.07925802893795234,0.0024673253618109625
2577,0.09805122745134968,0.09547258314990176,0.002578644301447927
2578,0.07570267861093379,0.07518667504243408,0.0005160035684997066
2579,0.09558211711572062,0.0926864863730257,0.0028956307426949157
2580,0.08967068227361721,0.08948425241509976,0.00018642985851745342
2581,0.08629944131900336,0.0861538103521741,0.00014563096682924936
2582,0.0910986057639363,0.08530617276206141,0.005792433001874889
2583,0.09089217089260401,0.08846477281151426,0.002427398081089757
2584,0.09998151986408949,0.09632761712170455,0.003653902742384932
2585,0.09684486426266614,0.09089144618845393,0.005953418074212208
2586,0.08643012530132824,0.08397272057162997,0.0024574047296982704
2587,0.0786758468578742,0.08198863843687922,-0.00331279157900502
2588,0.08995746159563671,0.08870077648052638,0.0012566851151103314
2589,0.07280416972996953,0.07506580359248213,-0.002261633862512602
2590,0.09697587743874217,0.0937377174473073,0.003238159991434869
2591,0.08648830320445215,0.08154172856480826,0.004946574639643889
2592,0.09334746366325795,0.08611574613685895,0.007231717526399006
2593,0.09945284097869471,0.09974891777172795,-0.0002960767930332425
2594,0.09404253665773638,0.09145369401083095,0.002588842646905426
2595,0.09109334976477765,0.0831601400419246,0.007933209722853052
2596,0.0902347568530764,0.0907353204399124,-0.0005005635868360059
2597,0.088063041395645,0.08468996793848421,0.0033730734571607857
2598,0.08159286143456053,0.08532677793216775,-0.003733916497607223
2599,0.09138329971262966,0.08921879708341662,0.0021645026292130415
2600,0.07539819352906259,0.07525412516708697,0.00014406836197561335
2601,0.08317837211185768,0.08190161845002979,0.0012767536618278896
2602,0.08900988875309253,0.0887577232520931,0.000252165500999435
2603,0.08353820814735977,0.08229750661726283,0.0012407015300969354
2604,0.08850438681223649,0.08645164422963769,0.002052742582598799
2605,0.0857195241281652,0.08290675293803473,0.0028127711901304725
2606,0.08165348475394807,0.07910747940731422,0.0025460053466338506
2607,0.09050945514120812,0.09004087480425896,0.00046858033694915924
2608,0.09174968046900749,0.09332485493973705,-0.001575174470729565
2609,0.08192397628374941,0.08041441673287289,0.0015095595508765186
2610,0.09552361042353605,0.0873023109510972,0.008221299472438853
2611,0.09420488668449059,0.08843721130809856,0.0057676753763920285
2612,0.08257069661491778,0.08363403751084866,-0.001063340895930881
2613,0.08098801751937015,0.07735666757232218,0.0036313499470479738
2614,0.09846465189957991,0.0959507084914978,0.0025139434080821144
2615,0.08893045926665669,0.0841078848795631,0.004822574387093589
2616,0.08340570536763267,0.0808606190388135,0.0025450863288191683
2617,0.08795940600690742,0.08553636874533223,0.002423037261575195
2618,0.07503714948652745,0.07816432679068361,-0.0031271773041561535
2619,0.09297707627095693,0.09165241388508528,0.0013246623858716444
2620,0.08443516050917095,0.08154767142375753,0.0028874890854134194
2621,0.09377802857726861,0.09167864399540221,0.002099384581866398
2622,0.09457608683414294,0.09241379379031531,0.0021622930438276317
2623,0.09327589516936664,0.0903138597624185,0.0029620354069481436
2624,0.10160301170512048,0.09784695089674712,0.00375606080837336
2625,0.08275741675970567,0.0805963837329605,0.0021610330267451683
2626,0.08311523308524958,0.08199327535397129,0.0011219577312782947
2627,0.08567486399871657,0.0865594858716872,-0.0008846218729706284
2628,0.08895532421786419,0.08882294572938476,0.00013237848847942602
2629,0.07908115006507203,0.08008735701273935,-0.0010062069476673152
2630,0.09126582410746732,0.08853275917428931,0.0027330649331780144
2631,0.09161884203697965,0.09221048085901559,-0.0005916388220359448
2632,0.09151633803595241,0.08967043602249858,0.0018459020134538318
2633,0.08519176308064404,0.0836604450066712,0.0015313180739728316
2634,0.08400353636791473,0.08226834171069777,0.0017351946572169569
2635,0.07796476652553483,0.07540161638697751,0.0025631501385573185
2636,0.0903362636372008,0.08673898324616111,0.003597280391039695
2637,0.09074318351012908,0.09038499258525619,0.00035819092487289483
2638,0.08790742067573404,0.0827621569120889,0.005145263763645144
2639,0.08999994939410634,0.08456235565495884,0.005437593739147498
2640,0.08362931987097175,0.07727051214334323,0.006358807727628521
2641,0.08526247546249749,0.08231140238445793,0.0029510730780395594
2642,0.10051101231755508,0.09995160076931975,0.0005594115482353279
2643,0.08864140987900128,0.08542862050335819,0.0032127893756430936
2644,0.0921353099884018,0.08698057181765881,0.005154738170742995
2645,0.09331369938776732,0.08797216913532264,0.005341530252444673
2646,0.07109538502494107,0.07121315125272218,-0.00011776622778110479
2647,0.08579835299096157,0.08339280326245065,0.002405549728510925
2648,0.09384933297742258,0.0919730876302889,0.0018762453471336815
2649,0.08747615790347518,0.0857684033670786,0.0017077545363965857
2650,0.09418092229853087,0.09242117009420965,0.001759752204321216
2651,0.0963465253470904,0.09339506697539224,0.0029514583716981624
2652,0.09322971487443758,0.09266611634198066,0.0005635985324569243
2653,0.0869093396711549,0.08649344665706392,0.0004158930140909789
2654,0.08527782971978834,0.08555557394675774,-0.00027774422696939804
2655,0.09478198934144712,0.0945376544009785,0.0002443349404686185
2656,0.09200668835655526,0.08948369485063655,0.002522993505918711
2657,0.09261690134505654,0.09189638981304937,0.0007205115320071676
2658,0.07836809523137293,0.07996557989047509,-0.001597484659102158
2659,0.09047949700454984,0.08745306245936316,0.003026434545186682
2660,0.07898814861520566,0.07959651044426672,-0.0006083618290610576
2661,0.08237748862855859,0.08130061965870909,0.001076868969849501
2662,0.08768415330808398,0.08541747298647889,0.002266680321605083
2663,0.09016163618336365,0.0924767165555972,-0.0023150803722335467
2664,0.09963041296366842,0.0961490994267169,0.0034813135369515247
2665,0.08484090240084505,0.08478598459931246,5.491780153259185e-05
2666,0.08829298796410358,0.0862894595564341,0.002003528407669472
2667,0.10260394673425197,0.09829861781888198,0.004305328915369985
2668,0.09688034853955002,0.0919992003292859,0.004881148210264127
2669,0.09663807391945438,0.09355541215329849,0.003082661766155889
2670,0.07675377755236792,0.07786858726842874,-0.0011148097160608161
2671,0.09544189008188508,0.0905358023785356,0.004906087703349479
2672,0.0888961965516696,0.08681511836869882,0.0020810781829707775
2673,0.0881277757398372,0.0842636151265967,0.0038641606132404915
2674,0.0770241136410661,0.07813181071835495,-0.0011076970772888606
2675,0.07924970462836413,0.07784433868461489,0.0014053659437492372
2676,0.08661002358975674,0.08484341319867483,0.0017666103910819048
2677,0.09408398234566322,0.08953074010461241,0.004553242241050803
2678,0.09394706925079639,0.08871771750290988,0.00522935174788651
2679,0.08476162456889431,0.08202767193086392,0.0027339526380303902
2680,0.08692167371180382,0.08448303053896997,0.0024386431728338487
2681,0.09497498265320677,0.08841302671776129,0.006561955935445479
2682,0.07927550054574078,0.07695770070159741,0.0023177998441433756
2683,0.09020960355894883,0.09054370191162073,-0.0003340983526718966
2684,0.07867687184737492,0.07518340239486193,0.0034934694525129845
2685,0.08130414083970607,0.07989220057730655,0.0014119402623995192
2686,0.09864293386276902,0.09934734472409681,-0.0007044108613277894
2687,0.08981985598257061,0.08648464939967612,0.00333520658289449
2688,0.09119437898022961,0.08875912716342811,0.002435251816801501
2689,0.0872682697862678,0.08492008560746324,0.0023481841788045577
2690,0.08933547517686112,0.08718801678234893,0.0021474583945121917
2691,0.09032481511629624,0.08633376574342555,0.003991049372870689
2692,0.08971043472137219,0.08825179833060988,0.0014586363907623107
2693,0.08399584765032088,0.08540700606032649,-0.0014111584100056085
2694,0.09060502264279467,0.08992312396546373,0.0006818986773309416
2695,0.09572977495051188,0.09506260888481442,0.0006671660656974582
2696,0.08608019467644153,0.08163490478250418,0.004445289893937346
2697,0.09175144019704541,0.09023610268175236,0.0015153375152930498
2698,0.0819094309510588,0.08274120373091888,-0.0008317727798600738
2699,0.08799104857409792,0.08434392184231926,0.003647126731778666
2700,0.07781044091917369,0.07915725331107949,-0.0013468123919058023
2701,0.08981775007153062,0.08857269106293023,0.001245059008600391
2702,0.08508349962212503,0.0816481869365359,0.003435312685589123
2703,0.08643252931861817,0.08361435099785917,0.0028181783207589933
2704,0.09114747556696708,0.08775247767518193,0.0033949978917851426
2705,0.10484684327327148,0.10463254766450168,0.0002142956087698017
2706,0.09125346443234558,0.09003000281288952,0.001223461619456065
2707,0.08407947092862073,0.08299865620335728,0.001080814725263446
2708,0.09090190114866858,0.08653268029741744,0.004369220851251146
2709,0.08826641471583205,0.08632081311530289,0.0019456016005291593
2710,0.08162627448734253,0.08200081672954183,-0.00037454224219930776
2711,0.08305517887682946,0.08282964942195993,0.00022552945486953302
2712,0.08501352186447259,0.08345401108576796,0.0015595107787046286
2713,0.07798288987647257,0.07883931709239782,-0.0008564272159252428
2714,0.08561052798135951,0.08246675148219713,0.003143776499162379
2715,0.09693347982070125,0.09223704453414493,0.004696435286556319
2716,0.08622069896408326,0.08671859706977492,-0.0004978981056916604
2717,0.08696890787332942,0.08828379189472998,-0.0013148840214005642
2718,0.08757193686064305,0.08236066994575038,0.005211266914892668
2719,0.09335358994744938,0.09227965392033131,0.0010739360271180692
2720,0.08807730693469334,0.08766669046715878,0.00041061646753456915
2721,0.07541997229965856,0.07330060565838148,0.0021193666412770845
2722,0.08036167489888894,0.07800699337995151,0.002354681518937432
2723,0.08147378670086063,0.08357488338370093,-0.002101096682840309
2724,0.09432008734292882,0.09274470517022347,0.0015753821727053502
2725,0.09419440627558345,0.09194788102584422,0.0022465252497392285
2726,0.09115210019184918,0.08492639538925596,0.006225704802593213
2727,0.09660760494461097,0.09455378465140313,0.0020538202932078448
2728,0.09015018924594789,0.08644344840229264,0.003706740843655257
2729,0.08706942573982668,0.08136824907703565,0.005701176662791033
2730,0.0818935076944164,0.082611567915515,-0.0007180602210985904
2731,0.07736762558684204,0.07942960168921942,-0.0020619761023773775
2732,0.08808662911210245,0.09340077455382419,-0.005314145441721735
2733,0.08828229454581572,0.08508304136691648,0.0031992531788992418
2734,0.08844471931740847,0.08471718586653966,0.0037275334508688057
2735,0.08527669836015637,0.08503158156483036,0.00024511679532601693
2736,0.07604695515897957,0.07625587614265707,-0.0002089209836775019
2737,0.08957352406460961,0.08593863618086661,0.0036348878837429988
2738,0.08592263847856779,0.08611496907892441,-0.0001923306003566161
2739,0.08909476204914464,0.08174111940134202,0.0073536426478026246
2740,0.0820717809757732,0.07860336124935327,0.0034684197264199246
2741,0.09138307631222892,0.09037673960294755,0.0010063367092813663
2742,0.09019486824976516,0.0859446462515769,0.004250221998188267
2743,0.10327543885175622,0.09920859792724337,0.004066840924512843
2744,0.08938514530681355,0.08157274401011905,0.007812401296694499
2745,0.07983057418171821,0.07786847073264552,0.0019621034490726885
2746,0.09564740458744789,0.09450094854612033,0.0011464560413275565
2747,0.08095303286665786,0.0803335519768742,0.000619480889783669
2748,0.08781213066036668,0.08419885592222232,0.0036132747381443647
2749,0.08105604261109318,0.07846065785111896,0.0025953847599742286
2750,0.0985328345217702,0.09685860487016812,0.0016742296516020772
2751,0.09057581575472838,0.09223702589657788,-0.0016612101418495007
2752,0.09114525045046708,0.08943289291973537,0.0017123575307317063
2753,0.09144423243763554,0.0901608678646086,0.0012833645730269405
2754,0.08926570517422124,0.08791400210269018,0.0013517030715310546
2755,0.10314602429749639,0.09931850579680412,0.0038275185006922674
2756,0.09033533969895895,0.08638042858463423,0.003954911114324722
2757,0.09774426676351562,0.09589244619710982,0.0018518205664058013
2758,0.09333733699228934,0.09303826805376694,0.00029906893852239824
2759,0.07451906987621093,0.07442341190178428,9.565797442664947e-05
2760,0.07473104005451887,0.07859392834961075,-0.0038628882950918764
2761,0.08008790277158172,0.08191826536843684,-0.001830362596855123
2762,0.10448510801352111,0.10062271081871008,0.003862397194811032
2763,0.08656629331758255,0.08466923087740734,0.0018970624401752068
2764,0.08969308859910581,0.088718757186041,0.0009743314130648134
2765,0.07890207474170051,0.07717729457661889,0.0017247801650816241
2766,0.09043063434797316,0.08672293517830473,0.003707699169668427
2767,0.08480595655969464,0.08495655408366029,-0.00015059752396565096
2768,0.08735693549388322,0.08727541158169216,8.152391219105881e-05
2769,0.09283780760637728,0.09041565835902123,0.0024221492473560507
2770,0.09593142816006332,0.0905987688877105,0.005332659272352824
2771,0.07751575671219692,0.07819321533554278,-0.0006774586233458668
2772,0.09466460896882485,0.09039983386249675,0.0042647751063280975
2773,0.08519887659457438,0.08881907469902066,-0.003620198104446276
2774,0.08644579527827172,0.08282432075143488,0.0036214745268368376
2775,0.08284296631057222,0.08412073823455928,-0.0012777719239870505
2776,0.07956171054504012,0.07483227552418725,0.004729435020852865
2777,0.08713121494601113,0.08719428530132114,-6.307035531001592e-05
2778,0.08109758688443304,0.07825231871748527,0.002845268166947773
2779,0.09373553755286636,0.09321854166665115,0.0005169958862152046
2780,0.08734508615815567,0.08368066386824322,0.0036644222899124557
2781,0.09153955773704993,0.0910394771377883,0.0005000805992616264
2782,0.08243082016263834,0.07735100504225138,0.005079815120386952
2783,0.08963264246417676,0.0877117885141319,0.0019208539500448624
2784,0.09704941299205626,0.09202928930589058,0.005020123686165681
2785,0.08864298342590496,0.08985283815457777,-0.0012098547286728129
2786,0.08607835871560665,0.0862911870418721,-0.00021282832626544346
2787,0.0784890038973489,0.07675648166011588,0.0017325222372330251
2788,0.09360465975049527,0.09320775432422797,0.0003969054262673022
2789,0.09657867608418488,0.09547087731744744,0.0011077987667374445
2790,0.09947601031965102,0.09500356772366636,0.0044724425959846575
2791,0.08423436376193941,0.08203009111977615,0.0022042726421632602
2792,0.08225825755421831,0.08086662578298355,0.001391631771234761
2793,0.07968767170078689,0.07862250073019877,0.001065170970588114
2794,0.08579042736212712,0.08332969834649716,0.0024607290156299644
2795,0.0805911112222269,0.07989902347890851,0.000692087743318387
2796,0.08638695007276373,0.08871293085168422,-0.002325980778920489
2797,0.08448466580531042,0.08629126170919253,-0.001806595903882116
2798,0.08656234256682177,0.08700213957464303,-0.0004397970078212632
2799,0.09268635028605995,0.08954938383487251,0.0031369664511874396
2800,0.09068607092509479,0.08686666416621507,0.0038194067588797204
2801,0.08679154230274591,0.089711454715047,-0.0029199124123010928
2802,0.08684001612914012,0.08388899730988536,0.002951018819254761
2803,0.08859841080815097,0.08618359551461095,0.0024148152935400125
2804,0.09506098868042182,0.09606461140840629,-0.001003622727984474
2805,0.09355391464596077,0.0870959668159901,0.006457947829970667
2806,0.09156575301406548,0.08853238649326747,0.0030333665207980115
2807,0.09533232127297839,0.09183038042639775,0.003501940846580634
2808,0.08921316300172924,0.08744056481437804,0.0017725981873512042
2809,0.09024045911215917,0.08930363695290912,0.0009368221592500475
2810,0.07673576243724076,0.07474904719263045,0.0019867152446103042
2811,0.09299946323839157,0.08918371150107299,0.0038157517373185873
2812,0.09135126387674594,0.0903156790359595,0.0010355848407864465
2813,0.0840271065549978,0.08523238784216142,-0.0012052812871636148
2814,0.08292017719774182,0.08206504331283312,0.0008551338849086959
2815,0.08736578839221106,0.08779979450219522,-0.00043400610998416134
2816,0.08616592620018099,0.08545391320607888,0.0007120129941021042
2817,0.08439264727762691,0.08209546538192104,0.002297181895705866
2818,0.07767769448800843,0.08002863274598189,-0.002350938257973459
2819,0.08849205049268109,0.0872488338910596,0.001243216601621494
2820,0.0946594468593771,0.09373356279574918,0.0009258840636279242
2821,0.08968891415094032,0.09104738322917034,-0.0013584690782300207
2822,0.07712002153691401,0.0729360352745624,0.004183986262351613
2823,0.08328097799605028,0.08382367682223153,-0.0005426988261812565
2824,0.08312154463794887,0.08315639872021768,-3.485408226881759e-05
2825,0.09251956866740849,0.09044142867482242,0.0020781399925860616
2826,0.08265325158939216,0.07996820606273612,0.0026850455266560352
2827,0.08033556493283878,0.07856409978369135,0.0017714651491474304
2828,0.0881950820933303,0.08674352768247108,0.0014515544108592154
2829,0.08360124841165681,0.08345279543238684,0.00014845297926996404
2830,0.08085789122812213,0.08350547384442274,-0.0026475826163006033
2831,0.10248646258409495,0.09693277417169247,0.005553688412402488
2832,0.08997257364386019,0.08611742742469218,0.003855146219168007
2833,0.0902616228726135,0.09162011953208186,-0.0013584966594683695
2834,0.0885705110035977,0.08778980935528244,0.0007807016483152573
2835,0.09652625039048089,0.0936877340001877,0.002838516390293186
2836,0.09057183405195426,0.08853396541173024,0.002037868640224025
2837,0.09420667886836556,0.0910330474388805,0.0031736314294850687
2838,0.09244688253120198,0.09297019844180629,-0.0005233159106043106
2839,0.08097711891328456,0.08236866151708981,-0.0013915426038052514
2840,0.08967914922573464,0.0878198771567143,0.0018592720690203401
2841,0.09035323268118463,0.08879931091677129,0.001553921764413338
2842,0.08691689473256987,0.0855456865409007,0.0013712081916691793
2843,0.08373559910468743,0.0833184280560517,0.0004171710486357283
2844,0.09387153077426531,0.09319740722328161,0.0006741235509837018
2845,0.0849061118748835,0.08564892407484359,-0.0007428121999600856
2846,0.09420712033732478,0.09119046500456113,0.003016655332763657
2847,0.0903413177743096,0.08662599389250816,0.003715323881801444
2848,0.09284262597711107,0.08868289695130396,0.004159729025807107
2849,0.09376162530204488,0.0922284517384304,0.0015331735636144733
2850,0.10239837812659572,0.09565169656066276,0.006746681565932958
2851,0.08907720296444555,0.0848314313478332,0.00424577161661234
2852,0.08436303817620588,0.08189258230594282,0.0024704558702630663
2853,0.0870027363447239,0.08454532158175064,0.002457414762973259
2854,0.09426222216637768,0.08817013817091716,0.006092083995460518
2855,0.08786529085065602,0.08311895143074413,0.004746339419911885
2856,0.08657729328752774,0.08515269722961055,0.0014245960579171851
2857,0.1074477000536679,0.10280047651037758,0.004647223543290321
2858,0.09159302256169881,0.08947843921020818,0.0021145833514906315
2859,0.09509584387145036,0.09282486684935204,0.0022709770220983166
2860,0.09589004428419545,0.0930156096034152,0.0028744346807802468
2861,0.09681352032176507,0.09862066475844707,-0.0018071444366819928
2862,0.08306574110438869,0.079820232127178,0.0032455089772106954
2863,0.08849262419724943,0.08464596234349375,0.0038466618537556785
2864,0.09128007970508745,0.08874488798799021,0.002535191717097235
2865,0.08710772602834535,0.08353623842368996,0.0035714876046553934
2866,0.0970655351403132,0.0916667757908372,0.005398759349476007
2867,0.09343490980527847,0.08896936722469785,0.004465542580580614
2868,0.09538118551223951,0.09097474436806906,0.00440644114417045
2869,0.0812065202125236,0.0783132001840536,0.002893320028469995
2870,0.08384368350882124,0.08157416049577641,0.0022695230130448246
2871,0.09061933153754821,0.08991451818531199,0.0007048133522362249
2872,0.07418561073614094,0.0715910438428591,0.002594566893281844
2873,0.09440701141383542,0.09185222783368714,0.0025547835801482816
2874,0.08855458564432596,0.08507934071911064,0.0034752449252153234
2875,0.0889295811551744,0.0877196594221577,0.0012099217330166917
2876,0.09298350679610427,0.08908370518955636,0.0038998016065479174
2877,0.07840456602929602,0.07752115757495309,0.0008834084543429266
2878,0.0835031609637791,0.08147444751683366,0.0020287134469454404
2879,0.09303299810662495,0.08949833965418409,0.0035346584524408586
2880,0.0862572763628424,0.08421374343972153,0.002043532923120872
2881,0.08777294431818132,0.08466551562295993,0.0031074286952213898
2882,0.09179928394580937,0.08990602058453166,0.0018932633612777083
2883,0.09396943935711553,0.09258371373129266,0.00138572562582287
2884,0.08535399579363298,0.08279534340483613,0.0025586523887968504
2885,0.0813456296047776,0.07969498020378177,0.0016506494009958378
2886,0.08981547368236574,0.08601104626327383,0.003804427419091913
2887,0.09013034851712005,0.08578078166397718,0.004349566853142875
2888,0.09044134105401282,0.08793810569744623,0.0025032353565665882
2889,0.0877636177966513,0.08585009056950704,0.00191352722714426
2890,0.08292070475433047,0.08082009243604886,0.002100612318281611
2891,0.08882902012777748,0.08663209789391367,0.0021969222338638073
2892,0.0960676397618687,0.09393609521798621,0.0021315445438824937
2893,0.10000831541116026,0.09866950520097956,0.001338810210180702
2894,0.08951441827370869,0.08977171847686166,-0.00025730020315296864
2895,0.08055701898877773,0.07822258983426941,0.0023344291545083218
2896,0.08860883002062193,0.08668026424584463,0.001928565774777305
2897,0.0839430347055214,0.0820554776558788,0.0018875570496426075
2898,0.09145172410774824,0.09100641963160455,0.0004453044761436875
2899,0.10197097705567972,0.09911514537186888,0.0028558316838108305
2900,0.088378137910083,0.08685212993045298,0.0015260079796300258
2901,0.09467190322684807,0.09163591700298071,0.0030359862238673596
2902,0.10149624026846009,0.1003935022376556,0.0011027380308044898
2903,0.08746239514859078,0.08571672141192323,0.0017456737366675495
2904,0.07786153807101998,0.08108679851256924,-0.003225260441549263
2905,0.08359637830629733,0.08032335148052505,0.003273026825772282
2906,0.08283716198005346,0.08405577748985374,-0.0012186155098002777
2907,0.08892941377186633,0.08527929870405294,0.0036501150678133892
2908,0.09140473580801133,0.08801002765510724,0.0033947081529040884
2909,0.0953805693202768,0.08939836226999565,0.0059822070502811575
2910,0.08770901235205525,0.0820178578601723,0.005691154491882955
2911,0.08654090390420871,0.08712451247541125,-0.000583608571202543
2912,0.08895045937917441,0.08642404185656571,0.0025264175226086955
2913,0.09131507327963585,0.0868719734237387,0.004443099855897151
2914,0.09389149732280351,0.09276930697035571,0.0011221903524478022
2915,0.09247986231047388,0.08818100950108165,0.004298852809392226
2916,0.08930263063126283,0.08536021803472157,0.003942412596541253
2917,0.09660700450182362,0.09211557366078457,0.0044914308410390485
2918,0.09505861216479491,0.08914501992420117,0.0059135922405937486
2919,0.07965001209521544,0.07676309509405381,0.002886917001161629
2920,0.08313655756082246,0.08260630725920405,0.0005302503016184068
2921,0.08901078344521347,0.08879252851419685,0.00021825493101662596
2922,0.09607204750447992,0.09281800864560473,0.003254038858875194
2923,0.07971013082717789,0.07986569612569834,-0.00015556529852045475
2924,0.08395802740146119,0.07941100924944777,0.004547018152013416
2925,0.09355441330683299,0.09109199416796555,0.002462419138867439
2926,0.08882688995555256,0.08644492085905937,0.002381969096493186
2927,0.08536390320149258,0.08941011344241571,-0.004046210240923137
2928,0.08555075461450466,0.0854350878722694,0.00011566674223525975
2929,0.0763823100061749,0.07741474322498858,-0.0010324332188136748
2930,0.07805596575142519,0.07685619453793568,0.001199771213489506
2931,0.1001935778124496,0.09656379554166775,0.0036297822707818533
2932,0.08310548394841567,0.08004684417786649,0.003058639770549182
2933,0.0915467306207192,0.0858573439221529,0.005689386698566307
2934,0.07978333160386313,0.07711799525484965,0.002665336349013475
2935,0.08608869177852273,0.08335422116232405,0.002734470616198678
2936,0.09409191611696707,0.09314500937215818,0.0009469067448088925
2937,0.09325786617063406,0.08931871057922088,0.003939155591413182
2938,0.09163759499630408,0.08967974544548855,0.0019578495508155297
2939,0.07991902616451847,0.07867359301312282,0.0012454331513956501
2940,0.0865874130585356,0.08723140213811861,-0.0006439890795830183
2941,0.09356360385307447,0.09156367056532834,0.001999933287746128
2942,0.08780806743013166,0.08612145383303356,0.0016866135970980967
2943,0.0800527507220022,0.07916320756688859,0.000889543155113609
2944,0.10361441295698191,0.10040057830020627,0.0032138346567756465
2945,0.10191242654060732,0.09431666005769947,0.007595766482907856
2946,0.08529177527091326,0.08131286776011237,0.0039789075108008914
2947,0.1002718842044821,0.09602982877981073,0.004242055424671376
2948,0.0792014455949682,0.07959956406313848,-0.0003981184681702832
2949,0.09064402773751691,0.08997833441606061,0.000665693321456301
2950,0.08391817015189401,0.08152437074765298,0.0023937994042410315
2951,0.09920179746600384,0.09641005067182279,0.002791746794181052
2952,0.08861977920787661,0.08993627528204473,-0.0013164960741681164
2953,0.09121384706109019,0.08764702490419946,0.003566822156890734
2954,0.08517414052325126,0.0884968790004901,-0.0033227384772388374
2955,0.08659755289680346,0.08487856426278739,0.0017189886340160665
2956,0.09721964018596638,0.09447606999287675,0.0027435701930896284
2957,0.0857308611141907,0.08307560325622053,0.0026552578579701752
2958,0.07882373974707634,0.07695732701143562,0.0018664127356407129
2959,0.084772224644475,0.08347800630272974,0.0012942183417452569
2960,0.09435296408341512,0.09071670356760174,0.0036362605158133804
2961,0.08127171107536509,0.0803891078645406,0.0008826032108244924
2962,0.09629629776076858,0.09023498706880935,0.006061310691959226
2963,0.09244405313096013,0.08639270212587005,0.006051351005090078
2964,0.08158357830340518,0.08506059141247271,-0.003477013109067534
2965,0.0854594923820524,0.0866135523150529,-0.0011540599330004953
2966,0.08556043248050907,0.08067537871057227,0.004885053769936795
2967,0.08491981093133155,0.08408700250261661,0.0008328084287149429
2968,0.09639701221956345,0.09597889293232852,0.00041811928723493874
2969,0.09240784456802968,0.0886754412494556,0.003732403318574079
2970,0.09663931330344129,0.09570649324754603,0.0009328200558952615
2971,0.08971237099312553,0.08705835198085647,0.0026540190122690543
2972,0.09499196269003252,0.09063832052366927,0.004353642166363247
2973,0.0947275557315895,0.09291044567480339,0.0018171100567861143
2974,0.08495576602625637,0.08084889108946122,0.004106874936795152
2975,0.09982062602021122,0.0979718675384442,0.001848758481767021
2976,0.09201378310641459,0.08730053862880872,0.004713244477605863
2977,0.09977221230448491,0.09981164999206404,-3.9437687579135794e-05
2978,0.08829804728209321,0.08635613623717424,0.0019419110449189758
2979,0.08703797446501946,0.08382860074614447,0.003209373718874989
2980,0.09182636759941394,0.09172356445467245,0.0001028031447414951
2981,0.08467285836083115,0.0836565450205077,0.001016313340323441
2982,0.06907024861392226,0.0698676350570581,-0.0007973864431358446
2983,0.09319463269113887,0.0877445292818223,0.0054501034093165646
2984,0.0913445456816662,0.08941887408535788,0.001925671596308312
2985,0.08695733017089892,0.08578621207811526,0.0011711180927836545
2986,0.09523336672506148,0.09330585303957742,0.001927513685484064
2987,0.09281079179054012,0.09016882497226564,0.0026419668182744854
2988,0.09518256383163311,0.09164009549152863,0.0035424683401044793
2989,0.08920476441258705,0.08622681382852568,0.0029779505840613757
2990,0.09105470176008122,0.09041497209150674,0.0006397296685744791
2991,0.09018764969602473,0.08827226246893151,0.0019153872270932237
2992,0.08319546316974158,0.08413920323274453,-0.0009437400630029485
2993,0.08686366338467086,0.08479285963139654,0.002070803753274314
2994,0.07241962449288177,0.07058563090755578,0.001833993585325988
2995,0.0955869304261907,0.09556929904350042,1.7631382690272424e-05
2996,0.08160566510020112,0.07849294505815252,0.0031127200420486
2997,0.08127613358268462,0.07841619237803746,0.002859941204647165
2998,0.10273295854415951,0.10156974466739549,0.0011632138767640188
2999,0.09834048684423737,0.09660883474897568,0.0017316520952616876
3000,0.09269425425342132,0.08888077717345552,0.0038134770799657935
3001,0.09194494297944152,0.08842875114458151,0.0035161918348600024
