replicate,pa_dataset_macro_mean_over_oz,nvp_dataset_macro_mean_over_oz,paired_dataset_macro_delta
168,0.08124384891607309,0.08220851781215932,-0.0009646688960862349
169,0.0805414044964849,0.08027066334700834,0.00027074114947656103
170,0.0907182611777854,0.08693871592598001,0.0037795452518053912
171,0.0870465045785262,0.08475892125085,0.0022875833276762014
172,0.07077944196999761,0.07561596444817167,-0.004836522478174066
173,0.09285036771749733,0.08938724389401662,0.0034631238234807127
174,0.09018804311228724,0.0875776646823752,0.002610378429912047
175,0.09322894110953331,0.09080685079333661,0.0024220903161966956
176,0.08393568825867143,0.08175651676691796,0.002179171491753465
177,0.09028899042030665,0.0874032304612982,0.0028857599590084437
178,0.08646973374192002,0.08458545098040575,0.0018842827615142693
179,0.0889242723312113,0.08618936021884283,0.0027349121123684678
180,0.09046666788601977,0.08655696517557121,0.003909702710448562
181,0.09396182038247294,0.09054825742069914,0.0034135629617738084
182,0.08507586260379005,0.08184888419924112,0.0032269784045489275
183,0.08938309343694642,0.09085178075984705,-0.001468687322900633
184,0.08940057344720305,0.0893315382160759,6.903523112715415e-05
185,0.07577461325557955,0.07540487711837321,0.000369736137206339
186,0.08477531029551391,0.0847869211528,-1.1610857286084575e-05
187,0.08167076322727583,0.08197945787233774,-0.0003086946450619049
188,0.07639548773023178,0.07299484707232867,0.0034006406579031034
189,0.09882151968802383,0.09754458477175458,0.0012769349162692484
190,0.09146140054544773,0.0891634996550196,0.0022979008904281256
191,0.09058874431442543,0.08554399835416952,0.005044745960255906
192,0.086516744166291,0.08402536201131897,0.0024913821549720355
193,0.09323838862072681,0.09150462787294297,0.0017337607477838357
194,0.09174070180081617,0.08997165209113228,0.0017690497096838897
195,0.09295000817356416,0.09000819234293306,0.002941815830631106
196,0.08117215482184068,0.0797527394274871,0.001419415394353571
197,0.09003351377722513,0.08902882758281162,0.0010046861944135038
198,0.08879591809567376,0.08731026308082386,0.0014856550148499015
199,0.08681754303165774,0.08133309342770703,0.005484449603950711
200,0.10934672049257624,0.10629796307933254,0.0030487574132437023
201,0.09870553127820306,0.09321340679953728,0.005492124478665775
202,0.08700872037093228,0.0838687950100953,0.003139925360836987
203,0.09510331810436169,0.09503309574425331,7.022236010838234e-05
204,0.09304838625505804,0.09070364421744952,0.0023447420376085243
205,0.09041248979220536,0.09032229585238942,9.019393981593571e-05
206,0.0956312021291214,0.0953398923295312,0.0002913097995902031
207,0.08571233219702974,0.08719966159911305,-0.0014873294020833067
208,0.07689364020515024,0.07629710328282716,0.0005965369223230876
209,0.08424530975991562,0.08483772638939491,-0.0005924166294792865
210,0.08330394001342098,0.08287218399383992,0.00043175601958106435
211,0.09111488789402224,0.08731125172302791,0.003803636170994329
212,0.08644644962096287,0.08584762932124658,0.0005988202997162934
213,0.08747150009520178,0.08736873687224098,0.00010276322296080831
