N_valid,dataset_id,delta_mean_over_oz_vs_nvp,delta_mean_policy45_regret_vs_nvp,margin_bin_regret,mean_admitted_candidate_count,mean_candidate_value_cross_entropy,mean_kendall_tau_b,mean_mean_admitted_candidate_length,mean_mean_over_oz,mean_oracle_rank,mean_oracle_top1_hit,mean_oracle_top5_hit,mean_policy45_regret_bytes,mean_score_length_pearson,mean_spearman,mean_top10_pairwise_inversions,mean_top5_pairwise_inversions,median_admitted_candidate_count,median_candidate_value_cross_entropy,median_kendall_tau_b,median_mean_admitted_candidate_length,median_mean_over_oz,median_oracle_rank,median_oracle_top1_hit,median_oracle_top5_hit,median_policy45_regret_bytes,median_score_length_pearson,median_spearman,median_top10_pairwise_inversions,median_top5_pairwise_inversions,method,policy_cases,selected_length_regret,spearman_ce_vs_mean_over_oz,spearman_ce_vs_oracle_rank,spearman_ce_vs_policy45_regret,split
3000,github-v0,-0.0007091449507174536,1.0989999999999998,"{'small': 2.704623878536922, 'large': 31.333333333333332}",4.141333333333334,3.872945750810482,0.12868560690790998,12.845012698412699,0.006494802187449783,2.9026666666666667,0.8683333333333333,0.9156666666666666,3.678,0.1555007887215576,0.15703926034913643,1.34,0.332,4.0,3.918289697305756,0.026462435042106738,13.0,0.0,1.0,1.0,1.0,0.0,0.17290281323703147,0.032096718115222626,0.0,0.0,Mamba,"{'oracle_admitted_zero_regret': 2713, 'oracle_not_admitted_beyond_top10': 184, 'oracle_not_admitted_top10': 94, 'oracle_admitted_nonzero_regret': 9}","{'4': 0.4383561643835616, '7': 0.5397350993377483, '8': 2.047846889952153, '9': 3.393939393939394, '10': 7.579399141630901, '11': 0.5079365079365079, '12': 9.55084745762712, '13': 5.0625, '14': 1.8333333333333333, '15': 6.285714285714286, '16': 3.9420970266040687, '17': 5.297587131367292, '18': 2.129032258064516, '20': 0.0}",-0.23553827948317874,-0.008051832092552749,0.05169247886385452,final
3000,github-v0,0.0,0.0,"{'small': 1.7912353347135956, 'large': 24.96078431372549}",4.274666666666667,3.863532915525245,0.1556589577881348,12.51394603174603,0.007203947138167237,2.6193333333333335,0.8896666666666667,0.937,2.579,0.10842688257019999,0.189782566957315,1.135,0.2623333333333333,4.0,3.915395948209805,0.09531059996337346,12.5,0.0,1.0,1.0,1.0,0.0,0.1284891191600213,0.11963322206582978,0.0,0.0,NVP,"{'oracle_admitted_zero_regret': 2774, 'oracle_not_admitted_beyond_top10': 156, 'oracle_not_admitted_top10': 62, 'oracle_admitted_nonzero_regret': 8}","{'4': 0.04519774011299435, '7': 1.1848906560636183, '8': 5.818696883852692, '9': 0.9166666666666666, '10': 3.3981042654028437, '11': 0.9877300613496932, '12': 1.6041666666666667, '13': 3.112676056338028, '14': 2.227272727272727, '15': 0.8695652173913043, '16': 1.4947589098532494, '17': 4.521739130434782, '18': 7.279411764705882, '20': 0.46153846153846156}",-0.27267760704631594,0.004936825574490347,0.06003501954305222,final
3000,linux-v0,5.896672359338587e-05,-0.16699999999999982,"{'small': 4.665897731641676, 'large': 10.822055137844611}",4.5,3.9101242436706984,0.24311199193534555,11.854375396825397,0.0031009022213143093,3.45,0.6613333333333333,0.8856666666666667,5.484666666666667,-0.007602552294652912,0.2951882206783362,2.6443333333333334,0.686,5.0,3.9136057548228558,0.2959562465462338,11.4,0.0,1.0,1.0,1.0,0.0,-0.07889202565020129,0.3602444934553881,0.0,0.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 2534, 'oracle_not_admitted_beyond_top10': 213, 'oracle_not_admitted_top10': 195, 'oracle_admitted_nonzero_regret': 58}","{'4': 0.5853658536585366, '7': 0.7506265664160401, '8': 8.88, '9': 2.1538461538461537, '10': 0.61, '11': 0.0, '12': 4.277777777777778, '13': 17.42222222222222, '14': 7.174603174603175, '15': 15.0, '16': 9.825459317585302, '17': 6.255844155844156, '18': 2.6666666666666665, '20': 0.0}",-0.14775165759658646,-0.1842377384003972,-0.05121237371317614,final
3000,linux-v0,7.087094494004787e-05,-0.2486666666666668,"{'small': 4.651672433679354, 'large': 10.300751879699249}",4.483666666666666,3.9101883684408767,0.24417808103585661,11.884822222222223,0.0031128064426609713,3.3253333333333335,0.6613333333333333,0.8896666666666667,5.403,-0.003809278911541476,0.29636356851077494,2.582,0.6746666666666666,5.0,3.913639946244027,0.3007685432380425,11.6,0.0,1.0,1.0,1.0,0.0,-0.0747732517826907,0.3647354331275299,0.0,0.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 2533, 'oracle_not_admitted_beyond_top10': 198, 'oracle_not_admitted_top10': 200, 'oracle_admitted_nonzero_regret': 69}","{'4': 0.7301587301587301, '7': 0.8169014084507042, '8': 11.958620689655172, '9': 2.3333333333333335, '10': 1.1555555555555554, '11': 0.0, '12': 3.2972972972972974, '13': 15.924528301886792, '14': 5.213592233009709, '15': 25.02127659574468, '16': 8.829268292682928, '17': 6.0394922425952045, '18': 2.1333333333333333, '20': 0.0}",-0.1452682679523124,-0.18864243960685242,-0.058467293621806415,final
3000,linux-v0,-0.0006095567314224246,1.9850000000000003,"{'small': 5.845828527489427, 'large': 19.31077694235589}",4.303333333333334,3.9140713458465033,0.1913773618009825,12.186569047619049,0.002432378766298499,4.801666666666667,0.6156666666666667,0.8216666666666667,7.636666666666667,0.0857931102022437,0.23354012814792846,3.614,0.9203333333333333,4.0,3.9143227195597055,0.21588033850463412,12.0,0.0,1.0,1.0,1.0,0.0,0.07032473423522707,0.2655816447292678,0.0,0.0,Mamba,"{'oracle_admitted_zero_regret': 2368, 'oracle_not_admitted_top10': 230, 'oracle_admitted_nonzero_regret': 47, 'oracle_not_admitted_beyond_top10': 355}","{'4': 1.1261682242990654, '7': 0.9710391822827938, '8': 18.972332015810277, '9': 8.5, '10': 2.1677018633540373, '11': 2.5, '12': 0.0, '13': 12.518518518518519, '14': 10.214876033057852, '15': 8.543478260869565, '16': 11.896810506566604, '17': 5.3875, '18': 0.8208955223880597}",-0.19825348855324101,-0.12319194439673443,0.01461017011347494,final
3000,linux-v0,0.0,0.0,"{'small': 4.790849673202614, 'large': 11.263157894736842}",4.466333333333333,3.9103428325257505,0.23624386646546622,11.961040476190476,0.0030419354977209235,3.6306666666666665,0.6583333333333333,0.8766666666666667,5.651666666666666,0.0007744369562310907,0.2869458964066568,2.7716666666666665,0.7003333333333334,5.0,3.9134184943149126,0.28877999415911426,11.6,0.0,1.0,1.0,1.0,0.0,-0.0678670484460313,0.35277066163512116,0.0,0.0,NVP,"{'oracle_admitted_zero_regret': 2520, 'oracle_not_admitted_beyond_top10': 236, 'oracle_not_admitted_top10': 198, 'oracle_admitted_nonzero_regret': 46}","{'4': 0.423728813559322, '7': 0.8940149625935162, '8': 9.865546218487395, '9': 1.75, '10': 0.8191489361702128, '11': 0.0, '12': 3.4358974358974357, '13': 17.043478260869566, '14': 6.52112676056338, '15': 16.175824175824175, '16': 9.81592039800995, '17': 5.5609065155807365, '18': 13.3125, '20': 0.0}",-0.16722106015632604,-0.16661783571119587,-0.03133356570166145,final
441,llvm-stress-v0,0.008976330077013338,0.11791383219954632,"{'small': 0.9532710280373832, 'large': 7.191666666666666}",3.0861678004535147,2.2404626323960346,0.5202072200191307,15.888699924414208,-0.03588988817359847,2.147392290249433,0.5986394557823129,0.9206349206349206,2.6507936507936507,0.3090352312053186,0.6510475324425173,7.757369614512472,1.8979591836734695,3.0,2.209791983453064,0.5212437839689904,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.30848451879181354,0.6554757172677735,7.0,1.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 323, 'oracle_not_admitted_top10': 90, 'oracle_admitted_nonzero_regret': 28}","{'17': 0.0, '18': 2.6568181818181817}",0.03987242079641458,0.10707482202221255,0.043130271472504284,final
441,llvm-stress-v0,0.006486875272570303,0.17460317460317443,"{'small': 0.9626168224299065, 'large': 7.375}",3.0839002267573696,2.2409205398864733,0.5201517613581488,15.889266817838248,-0.038379342978041506,2.145124716553288,0.5986394557823129,0.9251700680272109,2.707482993197279,0.30917123036647287,0.6511657500079112,7.811791383219955,1.8843537414965987,3.0,2.2143504117448303,0.5213378736914135,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.3085336047931813,0.6552559295193788,7.0,1.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 319, 'oracle_not_admitted_top10': 90, 'oracle_admitted_nonzero_regret': 32}","{'17': 3.0, '18': 2.706818181818182}",0.03530596618069477,0.10944673966774851,0.04640810524515481,final
441,llvm-stress-v0,-0.014848263756771903,0.06575963718820876,"{'small': 1.2398753894080996, 'large': 6.233333333333333}",3.256235827664399,2.2515939380992944,0.334918820800275,15.554421768707483,-0.05971448200738371,2.165532879818594,0.562358276643991,0.9342403628117913,2.598639455782313,0.23882067847020072,0.455423798850485,7.918367346938775,1.875283446712018,3.0,2.243183258190706,0.32666296269777373,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.242582675558819,0.4493802202320636,8.0,2.0,Mamba,"{'oracle_admitted_zero_regret': 333, 'oracle_not_admitted_top10': 85, 'oracle_admitted_nonzero_regret': 23}","{'9': 0.0, '11': 0.0, '14': 4.8, '15': 2.0714285714285716, '17': 1.2142857142857142, '18': 2.7248677248677247}",0.028518179526283532,0.11271814696184643,0.10477494673274765,final
441,llvm-stress-v0,0.0,0.0,"{'small': 0.9968847352024922, 'large': 6.641666666666667}",3.197278911564626,2.2418591316702448,0.5208190675462255,15.689531368102797,-0.04486621825061181,2.1383219954648527,0.5986394557823129,0.927437641723356,2.5328798185941044,0.30948610370851987,0.6517956705820981,7.816326530612245,1.81859410430839,3.0,2.2104807655029384,0.520414989480452,15.666666666666666,0.0,1.0,1.0,1.0,0.0,0.30882490381431094,0.6556823932752779,7.0,1.0,NVP,"{'oracle_admitted_zero_regret': 328, 'oracle_not_admitted_top10': 93, 'oracle_admitted_nonzero_regret': 20}","{'17': 0.0, '18': 2.5386363636363636}",0.022918432291414978,0.10017448105855635,0.052873682325119395,final
120,mibench-v1,0.001012232899726337,-1.4166666666666643,"{'small': 22.064102564102566, 'large': 56.857142857142854}",4.033333333333333,3.8897433669446784,0.2681255653356379,13.124027777777776,0.06448620212497808,15.683333333333334,0.13333333333333333,0.39166666666666666,34.24166666666667,0.33137217654317996,0.3696727500670007,15.416666666666666,3.841666666666667,4.0,3.8926623066728183,0.28182963695212043,12.5,0.04725566828523679,12.0,0.0,0.0,18.0,0.37684713365222766,0.3909695079475239,16.0,4.0,AnchoredMambaNVP,"{'oracle_not_admitted_beyond_top10': 64, 'oracle_admitted_zero_regret': 42, 'oracle_not_admitted_top10': 12, 'oracle_admitted_nonzero_regret': 2}","{'7': 23.5, '8': 10.68421052631579, '9': 40.625, '11': 0.0, '15': 24.0, '16': 40.0, '17': 40.375}",-0.33855377910571316,0.4799299469345862,0.20148176753901897,final
120,mibench-v1,0.0005602191083542291,0.6666666666666714,"{'small': 25.833333333333332, 'large': 55.80952380952381}",4.008333333333334,3.8896796608836324,0.26926224272113863,13.132361111111113,0.06403418833360597,15.5,0.14166666666666666,0.38333333333333336,36.325,0.3339183255616392,0.37111817695832644,15.4,3.8,4.0,3.892361050292384,0.28347073434435754,12.5,0.04786865082486538,11.5,0.0,0.0,19.0,0.382635810126403,0.3967290753609632,15.0,4.0,DirectMambaNVP,"{'oracle_not_admitted_beyond_top10': 62, 'oracle_not_admitted_top10': 18, 'oracle_admitted_zero_regret': 40}","{'7': 17.0, '8': 11.45, '9': 36.111111111111114, '11': 0.0, '13': 46.0, '15': 12.0, '16': 40.9264705882353, '17': 58.53333333333333, '18': 40.0}",-0.3368148039591976,0.4811648728063293,0.17068262451388072,final
120,mibench-v1,1.1523037768065847e-05,-1.9833333333333343,"{'small': 24.833333333333332, 'large': 50.095238095238095}",3.8,3.8881437775593373,0.27367631801569237,13.803611111111111,0.0634854922630198,15.383333333333333,0.16666666666666666,0.39166666666666666,33.675,0.35667353148946146,0.37362022301097364,16.1,3.775,4.0,3.894857531993963,0.27815473880388464,14.0,0.04844615748496541,14.0,0.0,0.0,16.0,0.388106232054119,0.3878622257900902,18.0,4.0,Mamba,"{'oracle_not_admitted_beyond_top10': 62, 'oracle_admitted_nonzero_regret': 2, 'oracle_not_admitted_top10': 13, 'oracle_admitted_zero_regret': 43}","{'4': 9.0, '8': 6.190476190476191, '9': 0.0, '11': 0.0, '12': 111.0, '13': 99.0, '15': 14.25, '16': 37.34426229508197, '17': 53.294117647058826, '18': 40.0}",-0.2206827862409894,0.6117275202266148,0.34813015918058177,final
120,mibench-v1,0.0,0.0,"{'small': 26.397435897435898, 'large': 52.857142857142854}",3.9916666666666667,3.8894007304917513,0.26439551287767066,13.165,0.06347396922525174,16.058333333333334,0.16666666666666666,0.38333333333333336,35.65833333333333,0.33914964574101897,0.3639032705255968,15.375,3.8583333333333334,4.0,3.8934111541902547,0.26992075005785776,12.75,0.04786865082486538,14.0,0.0,0.0,19.0,0.39712584586702043,0.38074302117664766,15.0,4.0,NVP,"{'oracle_not_admitted_beyond_top10': 66, 'oracle_admitted_zero_regret': 38, 'oracle_not_admitted_top10': 13, 'oracle_admitted_nonzero_regret': 3}","{'7': 23.5, '8': 15.470588235294118, '9': 34.3, '11': 0.0, '15': 9.6, '16': 32.86153846153846, '17': 55.4375, '18': 555.0}",-0.29045642607999167,0.5080273402684161,0.28766096576787104,final
363,npb-v0,-0.0010443623715842565,-0.09917355371899816,"{'small': 28.063492063492063, 'large': 254.0084388185654}",4.473829201101928,3.8344988648040097,0.28007006953451963,11.789512003148369,0.21930900057472894,15.261707988980715,0.17079889807162535,0.4214876033057851,175.58126721763085,0.1154179682519276,0.3763242682044703,11.8732782369146,3.2699724517906334,4.0,3.903198178934947,0.29373098285842514,12.25,0.12723948811700184,7.0,0.0,0.0,12.0,0.19573982545570157,0.37355711222669347,12.0,4.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 130, 'oracle_not_admitted_beyond_top10': 151, 'oracle_admitted_nonzero_regret': 19, 'oracle_not_admitted_top10': 63}","{'4': 20.733333333333334, '7': 38.34722222222222, '8': 53.5, '9': 901.2857142857143, '10': 7.533333333333333, '11': 30.625, '12': 213.76923076923077, '13': 416.9642857142857, '14': 194.35087719298247, '15': 942.0909090909091, '16': 95.59615384615384, '17': 13.23076923076923, '18': 0.0}",-0.4755040012627486,0.025568899430755798,-0.28503669670633064,final
363,npb-v0,-0.00029293002916200295,-1.0247933884297424,"{'small': 26.103174603174605, 'large': 253.63291139240508}",4.446280991735537,3.8346764804306575,0.27971934889873634,11.843598320871049,0.2200604329171512,15.275482093663912,0.17079889807162535,0.42699724517906334,174.6556473829201,0.11771737636769757,0.37575193612351554,11.90358126721763,3.2644628099173554,4.0,3.9033786640553094,0.29493135962756134,12.25,0.13333333333333333,7.0,0.0,0.0,7.0,0.19262366423789284,0.3796286583971147,12.0,4.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 133, 'oracle_not_admitted_beyond_top10': 152, 'oracle_admitted_nonzero_regret': 15, 'oracle_not_admitted_top10': 63}","{'4': 5.181818181818182, '7': 38.5, '8': 53.666666666666664, '9': 1575.25, '10': 7.3125, '11': 14.375, '12': 231.58333333333334, '13': 408.0175438596491, '14': 187.35593220338984, '15': 1294.5, '16': 92.11538461538461, '17': 15.307692307692308, '18': 0.0}",-0.48221817470913036,0.03579186855653335,-0.27345310260037875,final
363,npb-v0,0.0028731420548343545,-29.256198347107414,"{'small': 23.182539682539684, 'large': 211.9451476793249}",4.115702479338843,3.856487142043328,0.25878527694962006,12.777272727272726,0.22322650500114755,15.517906336088155,0.1487603305785124,0.4022038567493113,146.42424242424244,0.1930673779624187,0.35088509203396934,11.837465564738292,3.3829201101928374,4.0,3.8966650871694055,0.2364182719990057,12.75,0.13333333333333333,9.0,0.0,0.0,18.0,0.2123617997494613,0.319902056592811,11.0,4.0,Mamba,"{'oracle_admitted_zero_regret': 120, 'oracle_not_admitted_beyond_top10': 176, 'oracle_not_admitted_top10': 49, 'oracle_admitted_nonzero_regret': 18}","{'4': 27.692307692307693, '7': 25.5, '8': 179.27450980392157, '9': 339.4, '10': 149.0, '11': 123.1875, '12': 128.67857142857142, '13': 9.1875, '14': 138.91666666666666, '15': 94.78260869565217, '16': 118.21428571428571, '17': 172.5, '18': 400.53125}",-0.5220121852938847,0.16041626054879896,-0.05640136027994402,final
363,npb-v0,0.0,0.0,"{'small': 25.03968253968254, 'large': 255.76793248945148}",4.490358126721763,3.8346547209484974,0.27508551497955347,11.742489833398924,0.2203533629463132,15.40771349862259,0.1349862258953168,0.42424242424242425,175.68044077134985,0.11850126566146618,0.3694300857408036,11.862258953168045,3.2589531680440773,4.0,3.903827331325897,0.2737129062846573,12.25,0.12723948811700184,7.0,0.0,0.0,12.0,0.19662336126515184,0.3675751716196732,12.0,4.0,NVP,"{'oracle_admitted_zero_regret': 131, 'oracle_not_admitted_beyond_top10': 156, 'oracle_not_admitted_top10': 61, 'oracle_admitted_nonzero_regret': 15}","{'4': 13.214285714285714, '7': 32.76056338028169, '8': 69.56, '9': 719.6666666666666, '10': 11.875, '11': 12.818181818181818, '12': 231.58333333333334, '13': 432.4727272727273, '14': 189.60344827586206, '15': 417.28, '16': 94.8125, '17': 18.77777777777778, '18': 0.0}",-0.4588606758966261,0.037155096009560705,-0.25554416620650006,final
96,opencv-v0,0.0004173667129685754,-4.385416666666664,"{'small': 16.8, 'large': 62.94117647058823}",3.9895833333333335,3.8488315857141564,0.17594143630015877,13.366840277777778,0.041469104092697266,12.114583333333334,0.23958333333333334,0.5104166666666666,41.3125,0.24126888415173328,0.23098600480863743,9.46875,2.3854166666666665,4.0,3.9226993579598077,0.1618716146207709,12.75,0.0037346995922577318,4.5,0.0,1.0,16.0,0.3298837683205768,0.210791712411602,8.0,2.5,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 41, 'oracle_not_admitted_beyond_top10': 38, 'oracle_not_admitted_top10': 12, 'oracle_admitted_nonzero_regret': 5}","{'7': 56.0, '8': 10.4, '10': 28.484848484848484, '12': 9.454545454545455, '13': 0.0, '15': 68.0, '16': 14.0, '17': 92.66666666666667, '18': 77.27272727272727}",-0.5512049347597728,0.3721486851952375,0.12355886677031379,final
96,opencv-v0,0.00047172225984715155,-0.6979166666666643,"{'small': 11.933333333333334, 'large': 74.17647058823529}",3.9895833333333335,3.848883606785431,0.17550348074643563,13.350868055555557,0.04152345963957584,12.052083333333334,0.22916666666666666,0.5104166666666666,45.0,0.24475305292494878,0.23037092921207603,9.479166666666666,2.3958333333333335,4.0,3.921858263662446,0.16274173151101834,12.75,0.004786036036036036,4.5,0.0,1.0,10.0,0.32663225555987696,0.2193204972819347,8.0,2.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 43, 'oracle_not_admitted_beyond_top10': 35, 'oracle_not_admitted_top10': 14, 'oracle_admitted_nonzero_regret': 4}","{'7': 56.0, '8': 6.153846153846154, '10': 30.896551724137932, '12': 10.5, '13': 0.0, '15': 4.0, '16': 22.4, '17': 90.0625, '18': 111.64285714285714}",-0.5680906827649137,0.3512287437554114,0.11587444639465488,final
96,opencv-v0,-0.004985224317046288,4.1875,"{'small': 15.133333333333333, 'large': 80.54901960784314}",4.0625,3.897480567408255,0.1518036206528918,12.849652777777777,0.0360665130626824,9.125,0.3541666666666667,0.5520833333333334,49.885416666666664,0.25857263788256685,0.19851100392209356,9.6875,2.25,4.0,3.9240783862642292,0.13496134925626146,13.0,0.008641975308641974,4.5,0.0,1.0,6.0,0.2823582966534537,0.18302920083349028,9.0,2.0,Mamba,"{'oracle_admitted_zero_regret': 45, 'oracle_not_admitted_top10': 21, 'oracle_not_admitted_beyond_top10': 27, 'oracle_admitted_nonzero_regret': 3}","{'7': 0.0, '8': 101.0, '10': 58.282051282051285, '12': 55.15384615384615, '13': 20.066666666666666, '14': 8.0, '15': 11.0, '16': 0.0, '17': 65.0, '18': 122.0}",-0.6294216223793933,0.24542156110947788,-0.009549815169247139,final
96,opencv-v0,0.0,0.0,"{'small': 16.08888888888889, 'large': 71.82352941176471}",3.9583333333333335,3.8490518568366396,0.17576645385646236,13.397048611111112,0.04105173737972869,12.177083333333334,0.20833333333333334,0.5104166666666666,45.697916666666664,0.24788029425066585,0.23168382696896586,9.375,2.3645833333333335,4.0,3.9215033250844535,0.16359660264351905,12.75,0.0037346995922577318,5.0,0.0,1.0,13.0,0.32779584826093366,0.21483007600925355,8.0,2.0,NVP,"{'oracle_admitted_zero_regret': 42, 'oracle_not_admitted_beyond_top10': 37, 'oracle_not_admitted_top10': 13, 'oracle_admitted_nonzero_regret': 4}","{'7': 56.0, '8': 6.153846153846154, '10': 27.85185185185185, '12': 9.882352941176471, '13': 0.0, '15': 68.0, '16': 0.0, '17': 93.0, '18': 113.92857142857143, '20': 0.0}",-0.5395758297197694,0.3687064800418617,0.09724933270290523,final
3000,poj104-v1,-1.524111121423144e-05,0.10833333333333428,"{'small': 3.986111111111111, 'large': 12.201149425287356}",4.089666666666667,3.3375809241543375,0.5241821631080865,12.521033333333333,0.18684375008035645,3.313,0.5373333333333333,0.85,11.609666666666667,0.12909728824459785,0.6699439831172213,11.348,2.6056666666666666,4.0,3.501443019024237,0.5353808486126717,12.2,0.18011695906432748,1.0,1.0,1.0,0.0,0.12189336903774717,0.694833851679184,11.0,2.0,AnchoredMambaNVP,"{'oracle_admitted_zero_regret': 2416, 'oracle_not_admitted_beyond_top10': 195, 'oracle_not_admitted_top10': 308, 'oracle_admitted_nonzero_regret': 81}","{'8': 7.911695447409733, '11': 9.071428571428571, '14': 33.49881235154394, '15': 141.0, '17': 31.0}",-0.07295788993440316,0.36764989155064703,0.3233066540246754,final
3000,poj104-v1,-3.841825555983558e-05,0.1336666666666666,"{'small': 4.027777777777778, 'large': 12.225215517241379}",4.088333333333333,3.337749740121434,0.5242031648519175,12.518466666666667,0.18682057293601084,3.320666666666667,0.5356666666666666,0.8513333333333334,11.635,0.12984675570966905,0.670000266538005,11.354,2.6073333333333335,4.0,3.501345033383373,0.5348339079906352,12.2,0.1801872348969706,1.0,1.0,1.0,0.0,0.12257177767819011,0.6949782556101668,11.0,2.0,DirectMambaNVP,"{'oracle_admitted_zero_regret': 2415, 'oracle_not_admitted_beyond_top10': 196, 'oracle_not_admitted_top10': 307, 'oracle_admitted_nonzero_regret': 82}","{'8': 7.820229158435401, '11': 10.25, '14': 33.705479452054796, '15': 31.0, '16': 0.0, '17': 31.0}",-0.07214469376023398,0.3651875519243121,0.3220697210365065,final
3000,poj104-v1,0.00037207874472522384,-0.6479999999999997,"{'small': 3.1944444444444446, 'large': 11.447557471264368}",4.122,3.362602181147066,0.5052267522148345,12.48535,0.1872310699362959,3.505333333333333,0.5143333333333333,0.8473333333333334,10.853333333333333,0.13248431268027755,0.6513514409000184,11.644666666666666,2.639666666666667,4.0,3.5278999391742367,0.5174092380602535,12.0,0.1808199340111375,1.0,1.0,1.0,0.0,0.13252714656671208,0.6753796877493856,11.0,2.0,Mamba,"{'oracle_admitted_zero_regret': 2434, 'oracle_not_admitted_top10': 277, 'oracle_not_admitted_beyond_top10': 239, 'oracle_admitted_nonzero_regret': 50}","{'4': 24.0, '8': 7.505732484076433, '9': 0.0, '11': 20.48936170212766, '12': 30.714285714285715, '13': 21.5, '14': 21.934782608695652, '15': 8.210526315789474, '16': 48.25, '17': 130.77777777777777, '18': 1.6666666666666667}",-0.07037418979899676,0.35628456750704174,0.34448773188004195,final
3000,poj104-v1,0.0,0.0,"{'small': 4.796296296296297, 'large': 12.02155172413793}",4.088,3.3380662205086145,0.5233633672143497,12.51825,0.18685899119157068,3.311,0.535,0.8526666666666667,11.501333333333333,0.13091107663788198,0.6689606235853395,11.325666666666667,2.6046666666666667,4.0,3.500456345986998,0.5346700095387356,12.2,0.1801872348969706,1.0,1.0,1.0,0.0,0.12393948708086115,0.6935291177935863,11.0,2.0,NVP,"{'oracle_admitted_zero_regret': 2416, 'oracle_not_admitted_beyond_top10': 192, 'oracle_not_admitted_top10': 313, 'oracle_admitted_nonzero_regret': 79}","{'8': 7.788142292490119, '11': 12.916666666666666, '14': 33.039351851851855, '15': 31.0}",-0.07080773503000852,0.36357600554404346,0.31769189603926345,final
270,tensorflow-v0,-0.0003938254270531988,1.514814814814816,"{'small': 6.687074829931973, 'large': 28.926829268292682}",4.562962962962963,3.685471150069328,0.16845256363825817,11.814329805996474,0.05475921757580066,8.21111111111111,0.5518518518518518,0.725925925925926,16.81851851851852,0.07776900192804524,0.21345069952602447,5.733333333333333,1.3555555555555556,4.5,3.925839014212671,0.15820742967630463,12.0,0.0008165487207403375,1.0,1.0,1.0,0.0,0.0643459485406715,0.20540534504442226,1.0,0.0,AnchoredMambaNVP,"{'oracle_not_admitted_beyond_top10': 63, 'oracle_admitted_zero_regret': 191, 'oracle_not_admitted_top10': 16}","{'4': 2.5, '7': 1.25, '8': 23.838709677419356, '10': 4.75, '11': 24.5, '12': 6.490566037735849, '13': 2.75, '14': 0.0, '15': 0.75, '16': 0.0, '17': 153.3125, '18': 26.5}",-0.35749025205280327,0.1168663872079639,0.17601086378874775,final
270,tensorflow-v0,8.906726502330015e-05,0.47777777777777786,"{'small': 4.836734693877551, 'large': 28.86178861788618}",4.5851851851851855,3.685417885966154,0.16717816677360703,11.778659611992946,0.05524211026787716,8.137037037037038,0.5518518518518518,0.7296296296296296,15.781481481481482,0.0812857314556347,0.21219338886122732,5.7,1.3407407407407408,5.0,3.925752855030951,0.1580023719321267,12.0,0.0008165487207403375,1.0,1.0,1.0,0.0,0.06831864369218346,0.20424693857745918,1.0,0.0,DirectMambaNVP,"{'oracle_not_admitted_beyond_top10': 62, 'oracle_admitted_zero_regret': 193, 'oracle_not_admitted_top10': 15}","{'4': 2.5, '7': 1.6666666666666667, '8': 21.444444444444443, '10': 4.588235294117647, '11': 24.5, '12': 7.081632653061225, '13': 2.84, '14': 0.0, '15': 0.75, '16': 0.0, '17': 142.2, '18': 29.055555555555557}",-0.35903180397586837,0.11776526665875031,0.19586868284964248,final
270,tensorflow-v0,-0.001332490357929192,2.648148148148149,"{'small': 4.4353741496598635, 'large': 34.10569105691057}",4.296296296296297,3.8042210512328194,0.16110172723938232,12.178641975308642,0.05382055264492467,7.296296296296297,0.5407407407407407,0.7222222222222222,17.951851851851853,0.10918940010033241,0.20514714645568605,5.9222222222222225,1.325925925925926,4.0,3.930725726042671,0.15138778171726724,12.25,0.0013964042590329901,1.0,1.0,1.0,0.0,0.10353196551776711,0.19594416946056775,1.0,0.0,Mamba,"{'oracle_not_admitted_beyond_top10': 61, 'oracle_admitted_zero_regret': 191, 'oracle_not_admitted_top10': 17, 'oracle_admitted_nonzero_regret': 1}","{'4': 0.0, '7': 0.0, '8': 36.04761904761905, '9': 0.0, '10': 22.066666666666666, '11': 0.0, '12': 10.098039215686274, '13': 5.964285714285714, '15': 69.4, '16': 1.5, '17': 4.285714285714286, '18': 9.8}",-0.4761786707527734,-0.007792388206097026,0.12422037904396557,final
